lead_id,fecha_contacto,edad,pais_origen,idioma_interes,canal_contacto,interacciones_previas,conversion,dias_a_conversion,monto_compra_usd
777,2025-06-10,33,México,Francés,Facebook,3,1,1.0,2131.99
778,2025-05-31,42,Brasil,Alemán,TikTok,2,0,,
779,2025-06-06,41,México,Francés,Youtube,1,0,,
780,2025-05-31,17,Brasil,Italiano,Organico,3,1,13.0,1059.57
781,2025-02-03,20,Chile,Inglés,Organico,2,0,,
782,2025-04-27,44,México,Italiano,Facebook,1,1,29.0,2489.16
783,2025-06-03,20,Argentina,Italiano,Youtube,5,1,1.0,1259.83
784,2025-05-06,21,Brasil,Italiano,Facebook,2,0,,
785,2025-03-11,34,Argentina,Inglés,Organico,1,1,26.0,1897.06
786,2025-07-02,23,México,Inglés,TikTok,4,0,,
787,2025-04-01,31,Argentina,Japonés,Instagram,4,1,11.0,1890.96
788,2025-05-27,28,Argentina,Francés,Organico,1,0,,
789,2025-06-16,16,México,Francés,Google Ads,3,1,8.0,1488.46
790,2025-02-22,37,Chile,Japonés,Instagram,3,1,7.0,2111.44
791,2025-05-17,35,Argentina,Japonés,Organico,2,1,4.0,2328.39
792,2025-01-18,32,Argentina,Italiano,TikTok,4,0,,
793,2025-06-12,22,Chile,Japonés,Facebook,3,0,,
794,2025-06-14,40,Argentina,Alemán,Instagram,3,1,13.0,1636.33
795,2025-01-15,28,Argentina,Francés,TikTok,4,1,5.0,1645.23
796,2025-06-11,19,Argentina,Japonés,Youtube,5,1,20.0,1739.89
797,2025-05-02,19,Colombia,Alemán,Google Ads,3,0,,
798,2025-01-30,21,Chile,Alemán,Instagram,1,1,2.0,1445.63
799,2025-07-10,43,Argentina,Alemán,Facebook,2,0,,
800,2025-04-11,34,Chile,Alemán,Youtube,3,0,,
801,2025-05-06,44,Brasil,Italiano,TikTok,3,1,30.0,2140.31
802,2025-07-06,27,Brasil,Alemán,Google Ads,5,1,2.0,2363.61
803,2025-02-17,37,Argentina,Italiano,Facebook,1,1,5.0,1313.05
804,2025-05-28,22,Chile,Italiano,TikTok,2,0,,
805,2025-03-04,42,Chile,Alemán,TikTok,3,1,28.0,1094.34
806,2025-05-31,25,Chile,Francés,Instagram,2,1,18.0,1267.94
807,2025-04-19,41,Colombia,Alemán,Instagram,4,0,,
808,2025-03-15,34,Brasil,Alemán,Facebook,3,1,15.0,1624.43
809,2025-07-12,22,Chile,Alemán,Organico,3,1,16.0,1989.93
810,2025-05-25,18,Chile,Francés,Organico,4,1,13.0,2088.65
811,2025-03-17,28,Colombia,Inglés,TikTok,5,1,3.0,2330.49
812,2025-03-03,28,Colombia,Inglés,Instagram,3,0,,
813,2025-04-01,33,Chile,Italiano,Google Ads,2,1,19.0,2484.6
814,2025-06-06,43,México,Italiano,Google Ads,1,1,26.0,1916.95
815,2025-05-05,41,Chile,Francés,TikTok,2,0,,
816,2025-07-12,35,Chile,Japonés,Instagram,5,1,14.0,1439.2
817,2025-02-01,43,Colombia,Inglés,Facebook,1,0,,
818,2025-04-08,23,Colombia,Italiano,Facebook,2,0,,
819,2025-01-26,44,Chile,Inglés,Facebook,2,1,19.0,1338.62
820,2025-03-27,24,Chile,Francés,Google Ads,4,1,4.0,1912.85
821,2025-02-27,22,Chile,Francés,Instagram,5,0,,
822,2025-04-12,16,Colombia,Japonés,Instagram,4,1,7.0,990.94
823,2025-04-19,18,Chile,Japonés,Google Ads,1,1,1.0,2354.12
824,2025-01-24,28,Chile,Francés,Facebook,4,0,,
825,2025-01-26,43,Argentina,Italiano,Facebook,5,1,16.0,1791.12
826,2025-05-10,40,México,Inglés,TikTok,3,0,,
827,2025-05-01,43,Brasil,Alemán,Organico,3,1,15.0,2050.39
828,2025-04-06,32,México,Japonés,Youtube,1,1,14.0,1565.79
829,2025-03-25,40,Argentina,Alemán,Organico,3,1,6.0,2045.88
830,2025-01-22,39,Brasil,Italiano,Instagram,4,0,,
831,2025-04-26,16,Chile,Japonés,Instagram,1,0,,
832,2025-02-28,21,Argentina,Alemán,Instagram,5,0,,
833,2025-04-28,36,Chile,Italiano,Organico,1,1,18.0,1000.95
834,2025-06-19,21,Colombia,Inglés,Youtube,1,1,30.0,1263.2
835,2025-05-12,41,Argentina,Italiano,TikTok,2,1,8.0,1399.98
836,2025-03-16,27,Colombia,Japonés,Organico,2,1,28.0,1678.89
837,2025-06-29,28,Argentina,Francés,Youtube,1,1,27.0,2224.66
838,2025-05-11,28,Argentina,Inglés,Facebook,3,1,1.0,1566.02
839,2025-05-02,44,Colombia,Alemán,Facebook,2,1,17.0,1384.15
840,2025-03-09,30,Brasil,Japonés,Instagram,5,0,,
841,2025-05-27,36,México,Francés,Google Ads,4,1,4.0,1169.03
842,2025-02-17,31,Chile,Italiano,Instagram,2,0,,
843,2025-07-04,37,Argentina,Francés,Google Ads,1,1,20.0,1870.98
844,2025-07-05,36,Chile,Japonés,Youtube,3,1,8.0,2470.27
845,2025-06-22,26,Colombia,Japonés,Facebook,4,1,25.0,1238.06
846,2025-03-17,43,Chile,Francés,Organico,2,1,20.0,1256.17
847,2025-02-06,20,Colombia,Italiano,Google Ads,3,1,20.0,1766.55
848,2025-07-03,19,Chile,Francés,Youtube,3,1,3.0,1411.39
849,2025-07-03,18,México,Japonés,Facebook,3,1,1.0,1639.98
850,2025-06-29,34,México,Japonés,Organico,1,0,,
851,2025-04-13,35,México,Alemán,Google Ads,5,0,,
852,2025-05-04,40,México,Alemán,Instagram,3,0,,
853,2025-06-20,33,México,Inglés,Instagram,4,1,13.0,957.2
854,2025-01-16,30,México,Japonés,Instagram,2,1,23.0,938.78
855,2025-02-27,24,Colombia,Alemán,Youtube,4,1,25.0,1050.79
856,2025-02-02,32,Argentina,Francés,Instagram,1,1,7.0,1970.33
857,2025-01-13,29,Chile,Italiano,TikTok,1,1,6.0,2365.48
858,2025-03-10,30,México,Francés,Facebook,4,1,21.0,2106.85
859,2025-05-09,16,Colombia,Italiano,Youtube,5,1,27.0,2484.6
860,2025-03-21,36,Colombia,Alemán,Organico,1,1,16.0,2325.07
861,2025-06-27,37,Colombia,Inglés,Instagram,1,1,24.0,924.34
862,2025-07-12,37,Argentina,Francés,Facebook,4,0,,
863,2025-05-23,18,Chile,Francés,Google Ads,1,0,,
864,2025-02-16,31,Argentina,Francés,Instagram,5,0,,
865,2025-04-13,38,Brasil,Italiano,Facebook,5,0,,
866,2025-02-05,40,Colombia,Alemán,TikTok,5,1,15.0,2213.8
867,2025-02-02,26,Brasil,Francés,Google Ads,2,0,,
868,2025-01-12,27,México,Francés,TikTok,5,0,,
869,2025-06-13,25,México,Inglés,Organico,5,1,24.0,2239.73
870,2025-02-24,31,Argentina,Inglés,Facebook,2,1,24.0,1861.18
871,2025-06-28,23,Chile,Alemán,TikTok,3,0,,
872,2025-01-19,21,Brasil,Alemán,Organico,1,1,28.0,1595.68
873,2025-06-20,27,Chile,Japonés,Facebook,5,0,,
874,2025-05-16,39,Argentina,Inglés,Facebook,1,1,18.0,1271.74
875,2025-05-08,43,México,Japonés,TikTok,4,1,9.0,1604.2
876,2025-01-13,36,Chile,Italiano,Facebook,1,1,9.0,963.12
877,2025-01-16,23,Chile,Japonés,Instagram,2,1,4.0,1900.35
878,2025-01-26,41,México,Francés,Facebook,1,0,,
879,2025-03-03,43,Brasil,Japonés,Youtube,1,0,,
880,2025-03-02,19,México,Alemán,Organico,1,1,24.0,1938.55
881,2025-05-03,41,Chile,Italiano,Facebook,3,1,24.0,1004.32
882,2025-01-27,23,Brasil,Francés,Youtube,3,0,,
883,2025-07-11,41,Brasil,Japonés,Facebook,4,1,7.0,950.97
884,2025-04-06,43,México,Italiano,Facebook,2,1,22.0,2364.05
885,2025-07-10,33,Chile,Italiano,TikTok,1,1,5.0,1536.15
886,2025-01-21,43,Argentina,Francés,Instagram,1,0,,
887,2025-03-13,43,Chile,Japonés,Organico,1,0,,
888,2025-07-05,20,Colombia,Italiano,Instagram,1,1,29.0,1013.85
889,2025-03-28,24,Argentina,Italiano,Google Ads,3,1,28.0,2321.1
890,2025-05-02,19,Brasil,Inglés,TikTok,4,0,,
891,2025-07-08,42,Argentina,Italiano,TikTok,5,0,,
892,2025-05-21,37,Brasil,Inglés,Instagram,2,1,24.0,2272.72
893,2025-06-21,32,Brasil,Japonés,TikTok,1,1,4.0,1668.41
894,2025-01-18,24,Argentina,Japonés,Instagram,4,0,,
895,2025-06-11,16,Brasil,Japonés,TikTok,5,1,7.0,1284.36
896,2025-02-04,36,Brasil,Alemán,Facebook,4,1,6.0,1691.36
897,2025-03-17,35,Colombia,Japonés,Instagram,3,1,24.0,2172.93
898,2025-03-05,28,Chile,Italiano,Instagram,5,1,21.0,1312.25
899,2025-06-08,43,Chile,Francés,Youtube,4,1,22.0,1270.86
900,2025-02-27,31,Colombia,Inglés,TikTok,3,1,17.0,1109.79
901,2025-02-23,44,Argentina,Alemán,TikTok,4,0,,
902,2025-03-19,28,México,Japonés,Instagram,4,1,3.0,1785.65
903,2025-02-14,29,México,Japonés,Facebook,5,1,7.0,2224.9
904,2025-05-09,18,México,Francés,Facebook,3,1,19.0,1526.67
905,2025-02-12,44,Colombia,Francés,Organico,1,0,,
906,2025-04-28,21,Colombia,Alemán,Facebook,2,0,,
907,2025-01-17,33,Brasil,Inglés,TikTok,5,1,27.0,953.84
908,2025-02-20,34,México,Japonés,Youtube,3,0,,
909,2025-01-21,20,Argentina,Alemán,Instagram,4,1,17.0,1569.51
910,2025-06-08,30,Argentina,Italiano,Google Ads,3,0,,
911,2025-06-10,40,México,Italiano,Youtube,2,1,1.0,1612.76
912,2025-01-17,17,México,Alemán,Google Ads,2,0,,
913,2025-07-08,25,México,Japonés,Youtube,1,1,8.0,1632.21
914,2025-03-17,39,Colombia,Alemán,Facebook,1,1,2.0,933.91
915,2025-01-11,33,Colombia,Japonés,TikTok,2,0,,
916,2025-05-25,42,Colombia,Francés,Google Ads,5,1,9.0,1721.03
917,2025-07-08,28,Chile,Alemán,Youtube,5,1,6.0,1579.03
918,2025-02-17,20,Argentina,Japonés,TikTok,4,1,19.0,1003.73
919,2025-03-20,38,Argentina,Alemán,Google Ads,1,0,,
920,2025-03-30,39,Brasil,Alemán,Instagram,4,1,18.0,2003.42
921,2025-02-07,16,Colombia,Japonés,Youtube,1,1,11.0,1902.63
922,2025-01-14,37,Chile,Japonés,Instagram,2,0,,
923,2025-03-31,16,Chile,Inglés,Facebook,5,1,8.0,1614.06
924,2025-03-07,33,Argentina,Alemán,Instagram,5,1,16.0,1652.8
925,2025-06-21,30,Colombia,Italiano,Instagram,2,0,,
926,2025-03-13,32,Brasil,Alemán,Organico,4,1,12.0,1300.71
927,2025-06-24,26,Colombia,Alemán,Youtube,4,1,22.0,1924.08
928,2025-02-11,36,México,Japonés,Facebook,3,1,4.0,1136.04
929,2025-06-04,41,Colombia,Alemán,Instagram,1,0,,
930,2025-02-28,40,México,Alemán,TikTok,4,1,15.0,2299.52
931,2025-04-08,37,México,Italiano,Google Ads,2,0,,
932,2025-06-12,42,Brasil,Japonés,Instagram,4,0,,
933,2025-01-22,42,Argentina,Alemán,Facebook,5,1,25.0,1117.97
934,2025-07-05,32,Colombia,Francés,Instagram,1,0,,
935,2025-06-17,28,México,Inglés,Google Ads,3,1,18.0,934.64
936,2025-07-06,16,Colombia,Italiano,Facebook,1,1,1.0,929.71
937,2025-05-22,17,Argentina,Alemán,Youtube,5,0,,
938,2025-02-27,24,Argentina,Francés,Facebook,5,0,,
939,2025-03-16,18,Chile,Alemán,Youtube,5,1,8.0,1037.2
940,2025-07-08,16,Argentina,Alemán,Facebook,5,1,21.0,2386.85
941,2025-02-19,36,Brasil,Japonés,Google Ads,2,1,21.0,2477.29
942,2025-05-28,31,México,Japonés,Google Ads,3,1,27.0,1222.34
943,2025-04-03,38,Chile,Japonés,Facebook,5,1,19.0,2046.49
944,2025-06-22,21,Brasil,Francés,Instagram,5,1,11.0,1175.36
945,2025-04-02,43,Colombia,Alemán,Google Ads,4,0,,
946,2025-05-27,32,México,Inglés,Youtube,3,1,20.0,2261.78
947,2025-05-15,20,Argentina,Italiano,Youtube,1,1,16.0,1155.41
948,2025-06-23,20,México,Japonés,TikTok,3,0,,
949,2025-07-09,21,Colombia,Japonés,Organico,3,0,,
950,2025-03-14,18,Chile,Alemán,Organico,3,1,9.0,2056.64
951,2025-07-04,36,Chile,Alemán,Organico,5,1,16.0,1167.51
952,2025-02-02,38,Chile,Francés,Youtube,5,1,24.0,1664.96
953,2025-06-15,20,Argentina,Francés,TikTok,2,1,20.0,2461.57
954,2025-06-05,36,Brasil,Japonés,Organico,1,1,6.0,1989.49
955,2025-03-10,20,Brasil,Alemán,Organico,4,0,,
956,2025-03-04,25,México,Inglés,Facebook,3,1,7.0,1812.62
957,2025-03-15,25,Argentina,Italiano,Facebook,1,1,13.0,2462.38
958,2025-01-19,34,Chile,Alemán,Facebook,1,1,29.0,1896.03
959,2025-04-23,32,Chile,Alemán,Instagram,2,1,5.0,1166.1
960,2025-02-16,36,Colombia,Francés,Organico,4,1,29.0,1045.99
961,2025-01-20,29,Colombia,Italiano,Instagram,3,0,,
962,2025-04-03,24,Chile,Japonés,TikTok,4,1,23.0,1352.72
963,2025-04-13,29,Chile,Alemán,Youtube,2,1,5.0,2444.05
964,2025-04-15,16,Argentina,Japonés,Organico,5,1,13.0,2288.74
965,2025-04-03,34,Brasil,Alemán,Youtube,1,0,,
966,2025-06-28,28,Colombia,Japonés,Facebook,3,1,21.0,1772.97
967,2025-03-05,28,Brasil,Italiano,Organico,5,1,9.0,1975.38
968,2025-02-11,19,Argentina,Francés,Google Ads,2,0,,
969,2025-02-14,16,Chile,Italiano,Instagram,4,1,18.0,1209.98
970,2025-02-15,32,Brasil,Inglés,Instagram,1,1,12.0,1507.41
971,2025-03-21,23,Chile,Francés,Organico,3,1,21.0,1428.96
972,2025-01-14,17,Chile,Italiano,Facebook,5,1,27.0,1936.27
973,2025-02-06,43,México,Inglés,Instagram,5,1,3.0,2179.33
974,2025-04-20,23,Brasil,Alemán,Facebook,1,0,,
975,2025-06-04,22,Brasil,Alemán,TikTok,4,1,13.0,1034.15
976,2025-06-26,41,Chile,Japonés,Youtube,2,1,29.0,1432.28
977,2025-05-18,41,Argentina,Francés,Google Ads,4,1,1.0,927.07
978,2025-02-03,17,México,Alemán,Youtube,4,1,7.0,1773.76
979,2025-01-14,37,Chile,Francés,Youtube,4,1,29.0,1709.66
980,2025-05-26,37,Colombia,Alemán,TikTok,1,0,,
981,2025-05-05,18,Colombia,Japonés,Instagram,1,1,11.0,1409.08
982,2025-01-12,42,México,Italiano,Google Ads,2,0,,
983,2025-03-19,33,Argentina,Japonés,Instagram,4,1,6.0,1715.89
984,2025-03-04,27,Chile,Inglés,Organico,1,1,9.0,1156.12
985,2025-07-06,16,Brasil,Alemán,Youtube,2,1,5.0,1058.77
986,2025-06-12,37,México,Inglés,Organico,2,1,9.0,931.84
987,2025-03-06,27,Argentina,Inglés,Facebook,4,1,18.0,1415.91
988,2025-04-15,20,Brasil,Francés,Youtube,3,1,24.0,964.78
989,2025-05-01,42,Colombia,Alemán,Instagram,4,0,,
990,2025-04-18,40,Colombia,Inglés,Youtube,3,1,10.0,2375.9
991,2025-02-09,32,Brasil,Italiano,Facebook,2,1,9.0,918.82
992,2025-01-21,31,México,Inglés,TikTok,1,1,24.0,2331.24
993,2025-04-10,30,Colombia,Italiano,Organico,5,1,14.0,2297.41
994,2025-01-12,38,Chile,Francés,Organico,2,1,11.0,1333.7
995,2025-07-11,30,Brasil,Inglés,Instagram,1,1,13.0,1988.18
996,2025-05-25,20,Brasil,Japonés,Youtube,2,1,1.0,2041.53
997,2025-04-10,36,Colombia,Francés,Instagram,4,0,,
998,2025-05-01,29,México,Italiano,TikTok,3,0,,
999,2025-06-09,17,Chile,Francés,Youtube,2,1,11.0,2216.94
1000,2025-06-28,26,México,Inglés,Youtube,1,1,3.0,2426.99
1001,2025-01-30,34,Argentina,Alemán,Instagram,4,0,,
1002,2025-06-21,22,Argentina,Alemán,Instagram,5,1,5.0,1536.72
1003,2025-04-17,21,Colombia,Italiano,Facebook,4,1,26.0,1476.51
1004,2025-02-06,43,Colombia,Italiano,TikTok,3,1,30.0,1514.71
1005,2025-03-09,17,Colombia,Alemán,Facebook,4,1,10.0,2146.55
1006,2025-06-02,21,Argentina,Italiano,Organico,5,1,26.0,1041.81
1007,2025-02-04,33,México,Francés,Youtube,1,1,27.0,965.95
1008,2025-01-22,17,México,Japonés,Instagram,2,1,27.0,1897.99
1009,2025-03-03,33,Colombia,Japonés,Youtube,3,1,10.0,1865.96
1010,2025-01-31,30,Chile,Francés,Youtube,5,0,,
1011,2025-06-30,42,México,Japonés,Google Ads,3,1,22.0,1588.68
1012,2025-02-02,34,Argentina,Inglés,Organico,4,1,26.0,2495.23
1013,2025-06-16,17,Brasil,Francés,Google Ads,3,1,23.0,2380.85
1014,2025-04-24,35,Brasil,Italiano,Youtube,5,0,,
1015,2025-06-26,40,Brasil,Francés,Instagram,2,0,,
1016,2025-05-12,21,Chile,Alemán,Youtube,2,1,20.0,1967.54
1017,2025-03-19,16,Colombia,Italiano,Organico,3,1,1.0,1073.0
1018,2025-01-14,39,Argentina,Alemán,Google Ads,1,0,,
1019,2025-06-20,30,Chile,Italiano,Instagram,3,0,,
1020,2025-06-17,43,Argentina,Japonés,Youtube,4,1,5.0,1162.45
1021,2025-01-17,38,Argentina,Francés,TikTok,2,1,20.0,1890.55
1022,2025-03-21,25,Colombia,Inglés,Organico,2,1,22.0,994.94
1023,2025-04-21,34,Brasil,Italiano,Organico,2,0,,
1024,2025-05-17,32,Colombia,Italiano,TikTok,1,1,6.0,2312.99
1025,2025-03-15,20,Chile,Alemán,Youtube,1,1,12.0,1466.43
1026,2025-05-06,44,Chile,Japonés,Organico,5,0,,
1027,2025-02-07,19,Chile,Alemán,Instagram,3,0,,
1028,2025-03-21,25,Colombia,Alemán,Youtube,3,0,,
1029,2025-07-02,39,Argentina,Japonés,Youtube,4,0,,
1030,2025-03-27,32,Argentina,Inglés,Google Ads,2,1,21.0,2465.23
1031,2025-06-24,25,México,Alemán,Organico,1,1,4.0,1770.69
1032,2025-02-27,32,Chile,Alemán,Organico,4,1,28.0,972.78
1033,2025-03-19,43,Argentina,Italiano,TikTok,4,0,,
1034,2025-02-28,35,México,Japonés,Google Ads,1,1,7.0,2081.57
1035,2025-03-04,39,Argentina,Francés,Google Ads,3,0,,
1036,2025-04-03,20,Chile,Inglés,Organico,2,1,11.0,2213.0
1037,2025-02-04,17,Brasil,Inglés,Youtube,3,0,,
1038,2025-06-26,21,Chile,Japonés,Google Ads,4,1,3.0,1488.78
1039,2025-07-06,36,Colombia,Italiano,TikTok,2,1,26.0,1313.73
1040,2025-05-05,17,Argentina,Italiano,Google Ads,5,0,,
1041,2025-01-19,28,Argentina,Japonés,TikTok,4,1,14.0,905.72
1042,2025-05-25,26,Colombia,Italiano,Google Ads,3,0,,
1043,2025-06-23,26,Colombia,Inglés,TikTok,3,1,19.0,1277.1
1044,2025-03-05,31,Brasil,Inglés,Google Ads,3,0,,
1045,2025-02-25,26,Argentina,Francés,Google Ads,1,1,13.0,1395.17
1046,2025-03-08,34,Argentina,Japonés,Instagram,4,1,12.0,1376.07
1047,2025-06-13,30,Brasil,Alemán,TikTok,2,0,,
1048,2025-03-30,40,México,Alemán,TikTok,3,1,17.0,2425.5
1049,2025-03-21,38,Brasil,Francés,TikTok,3,1,17.0,1522.99
1050,2025-02-01,38,Chile,Francés,Facebook,1,1,8.0,1751.38
1051,2025-02-06,31,Argentina,Italiano,Google Ads,2,1,2.0,1787.51
1052,2025-06-18,26,Colombia,Francés,TikTok,4,1,21.0,2028.95
1053,2025-06-06,37,Chile,Francés,Organico,5,0,,
1054,2025-07-12,31,Argentina,Alemán,Facebook,1,1,23.0,1576.41
1055,2025-07-11,23,Brasil,Italiano,Instagram,4,1,21.0,1305.19
1056,2025-06-17,19,Chile,Francés,TikTok,5,1,14.0,1575.97
1057,2025-01-21,23,Argentina,Francés,TikTok,3,1,6.0,1219.57
1058,2025-05-20,19,México,Italiano,Facebook,3,1,7.0,995.4
1059,2025-01-28,39,México,Japonés,Google Ads,2,0,,
1060,2025-07-12,40,Colombia,Italiano,Organico,5,0,,
1061,2025-06-30,18,Argentina,Alemán,Instagram,3,1,1.0,1272.37
1062,2025-04-04,18,México,Japonés,TikTok,3,1,15.0,1781.19
1063,2025-01-26,42,Brasil,Inglés,Google Ads,2,0,,
1064,2025-06-11,44,Argentina,Italiano,Organico,4,1,18.0,2039.3
1065,2025-05-18,33,Brasil,Alemán,Organico,3,1,26.0,1466.08
1066,2025-01-11,44,Brasil,Japonés,Instagram,1,1,30.0,2010.39
1067,2025-01-24,41,México,Italiano,Youtube,1,1,15.0,1135.14
1068,2025-06-05,34,Argentina,Francés,Organico,4,0,,
1069,2025-05-28,34,Chile,Italiano,Youtube,5,0,,
1070,2025-02-11,36,México,Inglés,Organico,2,1,25.0,1300.09
1071,2025-02-07,20,México,Italiano,Instagram,1,1,6.0,2148.83
1072,2025-04-05,33,Argentina,Japonés,Facebook,1,0,,
1073,2025-02-10,43,Argentina,Japonés,Instagram,4,0,,
1074,2025-03-10,25,Brasil,Italiano,Instagram,5,1,23.0,2274.1
1075,2025-07-10,44,Argentina,Japonés,Facebook,5,1,6.0,2083.21
1076,2025-05-29,37,Brasil,Francés,Facebook,4,1,9.0,1127.3
1077,2025-01-19,36,México,Italiano,Google Ads,1,0,,
1078,2025-06-09,21,Colombia,Francés,Organico,2,0,,
1079,2025-06-01,16,Chile,Francés,Google Ads,1,1,26.0,2227.24
1080,2025-01-30,20,México,Alemán,Facebook,5,0,,
1081,2025-04-17,24,Argentina,Italiano,Youtube,1,1,17.0,1595.37
1082,2025-04-22,27,Chile,Japonés,Youtube,2,1,24.0,1263.44
1083,2025-04-20,41,Colombia,Francés,Instagram,3,1,8.0,1733.59
1084,2025-01-15,29,Colombia,Alemán,TikTok,1,1,2.0,1750.18
1085,2025-04-18,17,Brasil,Italiano,Instagram,4,1,1.0,2002.77
1086,2025-05-19,32,Chile,Italiano,Instagram,3,1,27.0,2124.25
1087,2025-07-05,29,Brasil,Inglés,TikTok,4,1,25.0,1596.81
1088,2025-01-12,41,México,Inglés,Organico,4,1,3.0,1896.2
1089,2025-05-10,28,Chile,Francés,Facebook,4,1,22.0,1503.12
1090,2025-05-15,42,México,Inglés,Youtube,1,1,6.0,1150.73
1091,2025-07-12,24,Brasil,Francés,Instagram,5,1,7.0,2308.21
1092,2025-03-10,41,Chile,Japonés,TikTok,3,1,24.0,992.11
1093,2025-05-20,40,Brasil,Francés,Google Ads,2,1,3.0,2288.33
1094,2025-02-19,30,Chile,Inglés,Instagram,5,0,,
1095,2025-06-30,40,Brasil,Japonés,Youtube,1,0,,
1096,2025-07-05,37,Colombia,Inglés,Facebook,4,0,,
1097,2025-01-16,30,Brasil,Francés,Instagram,2,1,1.0,1428.61
1098,2025-05-19,39,Colombia,Alemán,Instagram,3,1,10.0,2209.67
1099,2025-06-27,26,Brasil,Italiano,Organico,5,0,,
1100,2025-04-04,31,Chile,Inglés,TikTok,5,1,14.0,1441.26
1101,2025-05-04,44,Chile,Francés,Google Ads,2,1,16.0,1870.11
1102,2025-05-02,32,Chile,Japonés,Google Ads,1,1,28.0,2452.96
1103,2025-03-15,41,Argentina,Inglés,Facebook,3,0,,
1104,2025-04-28,19,México,Inglés,Youtube,2,1,6.0,1705.17
1105,2025-02-02,16,Chile,Italiano,Facebook,4,0,,
1106,2025-03-05,23,Colombia,Francés,Instagram,3,0,,
1107,2025-02-04,32,Chile,Alemán,Instagram,5,1,15.0,1109.94
1108,2025-05-02,18,Argentina,Japonés,Google Ads,2,0,,
1109,2025-04-01,44,Colombia,Francés,Youtube,5,1,11.0,1689.6
1110,2025-06-26,35,Argentina,Japonés,TikTok,5,0,,
1111,2025-05-09,30,Colombia,Inglés,Youtube,5,1,14.0,984.84
1112,2025-07-06,30,Brasil,Italiano,Instagram,1,0,,
1113,2025-01-22,39,México,Italiano,TikTok,5,1,4.0,2202.43
1114,2025-05-06,37,México,Alemán,Youtube,4,0,,
1115,2025-06-09,29,Argentina,Italiano,Youtube,4,1,12.0,979.4
1116,2025-05-06,41,México,Inglés,TikTok,3,1,3.0,2032.84
1117,2025-06-02,43,Argentina,Alemán,Instagram,5,0,,
1118,2025-06-25,38,Argentina,Francés,Youtube,5,0,,
1119,2025-07-02,29,Argentina,Italiano,TikTok,2,1,16.0,1595.08
1120,2025-02-01,39,México,Alemán,Organico,1,1,11.0,2329.51
1121,2025-05-02,17,Argentina,Inglés,Organico,3,1,3.0,2220.34
1122,2025-05-09,28,México,Japonés,Instagram,5,0,,
1123,2025-07-11,41,Argentina,Japonés,TikTok,2,0,,
1124,2025-03-16,29,Chile,Inglés,Organico,1,0,,
1125,2025-06-29,42,Argentina,Inglés,TikTok,3,1,21.0,2460.97
1126,2025-04-11,39,Colombia,Japonés,Youtube,3,1,28.0,1810.57
1127,2025-01-12,34,Argentina,Alemán,Instagram,5,1,23.0,2318.2
1128,2025-03-17,22,Brasil,Japonés,Organico,3,0,,
1129,2025-03-11,18,Argentina,Inglés,Youtube,2,1,9.0,2194.95
1130,2025-05-31,30,Colombia,Italiano,Facebook,3,0,,
1131,2025-06-28,38,Colombia,Francés,Facebook,4,1,21.0,1772.58
1132,2025-05-29,29,México,Italiano,Instagram,2,1,20.0,2256.0
1133,2025-06-09,26,Chile,Italiano,Organico,1,1,19.0,1708.53
1134,2025-05-15,30,Argentina,Inglés,Organico,1,1,24.0,1577.32
1135,2025-03-14,43,México,Japonés,Organico,5,1,24.0,1686.9
1136,2025-04-22,28,Chile,Alemán,TikTok,5,1,1.0,2450.8
1137,2025-07-01,33,Argentina,Italiano,Youtube,4,1,25.0,1154.16
1138,2025-05-15,41,Brasil,Japonés,Organico,1,0,,
1139,2025-04-01,21,Argentina,Alemán,Youtube,1,1,27.0,1932.02
1140,2025-07-04,18,Colombia,Italiano,Instagram,1,1,11.0,1144.98
1141,2025-03-29,34,Colombia,Alemán,Organico,1,1,23.0,1808.55
1142,2025-03-23,30,Brasil,Japonés,Instagram,3,1,11.0,1876.29
1143,2025-01-13,40,México,Francés,Organico,2,0,,
1144,2025-06-19,38,Chile,Japonés,Facebook,2,1,15.0,2283.99
1145,2025-02-01,20,Argentina,Inglés,Google Ads,4,0,,
1146,2025-03-11,43,Colombia,Alemán,Instagram,3,1,7.0,2156.32
1147,2025-05-16,25,México,Francés,Organico,1,1,13.0,1015.88
1148,2025-02-27,22,Brasil,Alemán,Google Ads,1,1,4.0,2400.78
1149,2025-04-21,40,Colombia,Alemán,Instagram,5,1,4.0,1786.14
1150,2025-04-03,32,Brasil,Italiano,TikTok,5,1,28.0,1031.57
1151,2025-02-20,22,Argentina,Inglés,Organico,4,0,,
1152,2025-07-05,37,Chile,Alemán,TikTok,1,1,15.0,1928.4
1153,2025-01-30,41,Colombia,Japonés,Facebook,4,1,6.0,1199.86
1154,2025-04-02,27,Colombia,Japonés,Organico,3,1,6.0,1667.63
1155,2025-05-06,40,Argentina,Italiano,Facebook,2,1,10.0,1423.8
1156,2025-05-07,32,México,Inglés,Google Ads,1,1,9.0,1368.65
1157,2025-07-02,28,Chile,Inglés,Instagram,3,1,29.0,1417.78
1158,2025-04-10,35,Colombia,Japonés,Youtube,1,1,11.0,2255.08
1159,2025-01-29,40,Chile,Francés,Facebook,5,1,4.0,2240.37
1160,2025-01-26,19,Colombia,Italiano,Youtube,4,0,,
1161,2025-07-06,25,Chile,Italiano,Youtube,5,0,,
1162,2025-04-08,18,Brasil,Japonés,Instagram,2,1,4.0,2323.11
